,entity,code,year,literacy_rate,mf_youth_and_adults__15_64_years__average_years_of_education,population_historical,owid_region
1085,Cyprus,CYP,1875,,0.35,185654.0,Europe
1086,Cyprus,CYP,1880,,0.42,187005.0,Europe
1087,Cyprus,CYP,1885,,0.51,196828.0,Europe
1088,Cyprus,CYP,1890,,0.61,208704.0,Europe
1089,Cyprus,CYP,1895,,0.78,222067.0,Europe
1090,Cyprus,CYP,1900,,0.97,236693.0,Europe
1091,Cyprus,CYP,1905,,1.11,254143.0,Europe
1092,Cyprus,CYP,1910,,1.3,272882.0,Europe
1093,Cyprus,CYP,1915,,1.65,290960.0,Europe
1094,Cyprus,CYP,1920,,1.97,309680.0,Europe
1095,Cyprus,CYP,1925,,2.25,327859.0,Europe
1096,Cyprus,CYP,1930,,2.52,349917.0,Europe
1097,Cyprus,CYP,1935,,2.72,394589.0,Europe
1098,Cyprus,CYP,1940,,2.84,444169.0,Europe
1099,Cyprus,CYP,1945,,3.08,469861.0,Europe
1100,Cyprus,CYP,1950,62.5,3.8,493883.0,Europe
1101,Cyprus,CYP,1955,,4.49,533874.0,Europe
1102,Cyprus,CYP,1960,,5.38,586493.0,Europe
1103,Cyprus,CYP,1965,,5.9,617743.0,Europe
1104,Cyprus,CYP,1970,,6.36,647443.0,Europe
1105,Cyprus,CYP,1975,,7.02,659408.0,Europe
1106,Cyprus,CYP,1980,,7.89,683082.0,Europe
1107,Cyprus,CYP,1985,,8.94,731290.0,Europe
1108,Cyprus,CYP,1990,,9.85,788355.0,Europe
1109,Cyprus,CYP,1992,94.36,,810344.0,Europe
1110,Cyprus,CYP,1995,,10.28,862698.0,Europe
1111,Cyprus,CYP,2000,,10.82,947667.0,Europe
1112,Cyprus,CYP,2001,96.8,,964129.0,Europe
1113,Cyprus,CYP,2005,,10.19,1036156.0,Europe
1114,Cyprus,CYP,2010,,11.76,1127826.0,Europe
1115,Cyprus,CYP,2011,98.68,,1146493.0,Europe
1116,Cyprus,CYP,2015,,12.1,1219504.0,Europe
1117,Cyprus,CYP,2020,,12.42,1302250.0,Europe
1118,Czechia,CZE,1870,,3.19,7698830.0,Europe
1119,Czechia,CZE,1875,,3.25,7943875.0,Europe
1120,Czechia,CZE,1880,,3.36,8196719.0,Europe
1121,Czechia,CZE,1885,,3.47,8446221.0,Europe
1122,Czechia,CZE,1890,,3.59,8703318.0,Europe
1123,Czechia,CZE,1895,,3.7,9013144.0,Europe
1124,Czechia,CZE,1900,,3.82,9334000.0,Europe
1125,Czechia,CZE,1905,,4.13,9685000.0,Europe
1126,Czechia,CZE,1910,,4.38,10036000.0,Europe
1127,Czechia,CZE,1915,,4.61,10286000.0,Europe
1128,Czechia,CZE,1920,,4.79,9978000.0,Europe
1129,Czechia,CZE,1925,,5.13,10370000.0,Europe
1130,Czechia,CZE,1930,,5.4,10648000.0,Europe
1131,Czechia,CZE,1935,,5.7,10853000.0,Europe
1132,Czechia,CZE,1940,,6.01,11160000.0,Europe
1133,Czechia,CZE,1945,,6.3,10693000.0,Europe
1134,Czechia,CZE,1950,,8.22,8916715.0,Europe
1135,Czechia,CZE,1955,,8.37,9289429.0,Europe
1136,Czechia,CZE,1960,,8.49,9541605.0,Europe
1137,Czechia,CZE,1965,,9.16,9706844.0,Europe
1138,Czechia,CZE,1970,,9.88,9801253.0,Europe
1139,Czechia,CZE,1975,,10.34,10030787.0,Europe
1140,Czechia,CZE,1980,,10.69,10275404.0,Europe
1141,Czechia,CZE,1985,,10.91,10305141.0,Europe
1142,Czechia,CZE,1990,,11.35,10301989.0,Europe
1143,Czechia,CZE,1995,,12.3,10312041.0,Europe
1144,Czechia,CZE,2000,,12.78,10236809.0,Europe
1145,Czechia,CZE,2005,,12.81,10280155.0,Europe
1146,Czechia,CZE,2010,,12.8,10464035.0,Europe
1147,Czechia,CZE,2015,,12.93,10524418.0,Europe
1148,Czechia,CZE,2020,,12.93,10550129.0,Europe
1149,Czechoslovakia,OWID_CZS,1950,97.5,,12390000.0,Europe
1150,Democratic Republic of Congo,COD,1870,,0.01,8828887.0,Africa
1151,Democratic Republic of Congo,COD,1875,,0.01,9167396.0,Africa
1152,Democratic Republic of Congo,COD,1880,,0.01,9508357.0,Africa
1153,Democratic Republic of Congo,COD,1885,,0.01,9747652.0,Africa
1154,Democratic Republic of Congo,COD,1890,,0.01,9916704.0,Africa
1155,Democratic Republic of Congo,COD,1895,,0.01,9723789.0,Africa
1156,Democratic Republic of Congo,COD,1900,,0.02,9451620.0,Africa
1157,Democratic Republic of Congo,COD,1905,,0.03,9017966.0,Africa
1158,Democratic Republic of Congo,COD,1910,,0.03,8599666.0,Africa
1159,Democratic Republic of Congo,COD,1915,,0.24,8330869.0,Africa
1160,Democratic Republic of Congo,COD,1920,,0.25,8182274.0,Africa
1161,Democratic Republic of Congo,COD,1925,,0.26,8639430.0,Africa
1162,Democratic Republic of Congo,COD,1930,,0.3,9220147.0,Africa
1163,Democratic Republic of Congo,COD,1935,,0.34,9803193.0,Africa
1164,Democratic Republic of Congo,COD,1940,,0.41,10442344.0,Africa
1165,Democratic Republic of Congo,COD,1945,,0.49,11291347.0,Africa
1166,Democratic Republic of Congo,COD,1950,37.5,0.62,12294293.0,Africa
1167,Democratic Republic of Congo,COD,1955,,0.72,13630350.0,Africa
1168,Democratic Republic of Congo,COD,1960,,0.88,15264853.0,Africa
1169,Democratic Republic of Congo,COD,1965,,1.06,17427807.0,Africa
1170,Democratic Republic of Congo,COD,1970,,1.3,20137442.0,Africa
1171,Democratic Republic of Congo,COD,1975,,1.63,23021102.0,Africa
1172,Democratic Republic of Congo,COD,1980,,2.15,26711098.0,Africa
1173,Democratic Republic of Congo,COD,1985,,2.86,31264819.0,Africa
1174,Democratic Republic of Congo,COD,1990,,3.31,36684065.0,Africa
1175,Democratic Republic of Congo,COD,1995,,3.52,44433718.0,Africa
1176,Democratic Republic of Congo,COD,2000,,3.51,50507445.0,Africa
1177,Democratic Republic of Congo,COD,2001,67.17,,52132646.0,Africa
1178,Democratic Republic of Congo,COD,2005,,3.63,58775726.0,Africa
1179,Democratic Republic of Congo,COD,2010,,3.79,68563038.0,Africa
1180,Democratic Republic of Congo,COD,2012,75.02,,73254623.0,Africa
1181,Democratic Republic of Congo,COD,2015,,4.3,81035532.0,Africa
1182,Democratic Republic of Congo,COD,2016,77.04,,83956416.0,Africa
1183,Democratic Republic of Congo,COD,2018,73.55,,90047647.0,Africa
1184,Democratic Republic of Congo,COD,2020,65.68288,4.85,95990000.0,Africa
1185,Democratic Republic of Congo,COD,2023,68.5,,105789733.0,Africa
1186,Denmark,DNK,1870,,2.45,1887891.0,Europe
1187,Denmark,DNK,1875,,2.5,1983412.0,Europe
1188,Denmark,DNK,1880,,2.56,2082563.0,Europe
1189,Denmark,DNK,1885,,2.63,2186768.0,Europe
1190,Denmark,DNK,1890,,2.71,2297977.0,Europe
1191,Denmark,DNK,1895,,2.78,2426480.0,Europe
1192,Denmark,DNK,1900,,2.84,2565333.0,Europe
1193,Denmark,DNK,1905,,2.91,2720375.0,Europe
1194,Denmark,DNK,1910,,3.17,2886076.0,Europe
1195,Denmark,DNK,1915,,3.39,3061428.0,Europe
1196,Denmark,DNK,1920,,3.64,3241362.0,Europe
1197,Denmark,DNK,1925,,3.93,3393860.0,Europe
1198,Denmark,DNK,1930,,4.26,3545296.0,Europe
1199,Denmark,DNK,1935,,4.59,3689717.0,Europe
1200,Denmark,DNK,1940,,4.89,3844754.0,Europe
1201,Denmark,DNK,1945,,5.34,4051891.0,Europe
1202,Denmark,DNK,1950,98.5,5.63,4268408.0,Europe
1203,Denmark,DNK,1955,,4.78,4438843.0,Europe
1204,Denmark,DNK,1960,,5.3,4579347.0,Europe
1205,Denmark,DNK,1965,,6.06,4758837.0,Europe
1206,Denmark,DNK,1970,,7.19,4928674.0,Europe
1207,Denmark,DNK,1975,,8.01,5060403.0,Europe
1208,Denmark,DNK,1980,,8.85,5123079.0,Europe
1209,Denmark,DNK,1985,,9.59,5113878.0,Europe
1210,Denmark,DNK,1990,,10.48,5141024.0,Europe
1211,Denmark,DNK,1995,,11.04,5233364.0,Europe
1212,Denmark,DNK,2000,,11.5,5339659.0,Europe
1213,Denmark,DNK,2005,,11.81,5419550.0,Europe
1214,Denmark,DNK,2010,,11.97,5547865.0,Europe
1215,Denmark,DNK,2015,,11.67,5683698.0,Europe
1216,Denmark,DNK,2020,,11.69,5831529.0,Europe
1217,Djibouti,DJI,1950,3.0,,62349.0,Africa
1218,Dominican Republic,DOM,1870,,0.07,243047.0,North America
1219,Dominican Republic,DOM,1875,,0.1,275920.0,North America
1220,Dominican Republic,DOM,1880,,0.14,313223.0,North America
1221,Dominican Republic,DOM,1885,,0.19,355568.0,North America
1222,Dominican Republic,DOM,1890,,0.23,403638.0,North America
1223,Dominican Republic,DOM,1895,,0.26,458206.0,North America
1224,Dominican Republic,DOM,1900,,0.29,521386.0,North America
1225,Dominican Republic,DOM,1905,,0.7,601881.0,North America
1226,Dominican Republic,DOM,1910,,1.06,694364.0,North America
1227,Dominican Republic,DOM,1915,,1.3,787593.0,North America
1228,Dominican Republic,DOM,1920,,1.53,896843.0,North America
1229,Dominican Republic,DOM,1925,,1.85,1065260.0,North America
1230,Dominican Republic,DOM,1930,,2.21,1267768.0,North America
1231,Dominican Republic,DOM,1935,,2.3,1469414.0,North America
1232,Dominican Republic,DOM,1940,,2.3,1702095.0,North America
1233,Dominican Republic,DOM,1945,,2.39,2011881.0,North America
1234,Dominican Republic,DOM,1950,42.5,2.53,2379896.0,North America
1235,Dominican Republic,DOM,1955,,2.58,2777636.0,North America
1236,Dominican Republic,DOM,1960,,2.78,3268341.0,North America
1237,Dominican Republic,DOM,1965,,3.15,3808965.0,North America
1238,Dominican Republic,DOM,1970,,3.74,4399294.0,North America
1239,Dominican Republic,DOM,1975,,4.3,5046783.0,North America
1240,Dominican Republic,DOM,1980,,4.98,5729043.0,North America
1241,Dominican Republic,DOM,1981,73.06,,5868459.0,North America
1242,Dominican Republic,DOM,1985,,5.58,6430404.0,North America
1243,Dominican Republic,DOM,1990,,6.13,7151165.0,North America
1244,Dominican Republic,DOM,1995,,6.58,7888120.0,North America
1245,Dominican Republic,DOM,2000,,7.03,8584196.0,North America
1246,Dominican Republic,DOM,2002,87.0,,8852231.0,North America
1247,Dominican Republic,DOM,2005,,7.54,9225035.0,North America
1248,Dominican Republic,DOM,2007,88.24,,9455663.0,North America
1249,Dominican Republic,DOM,2010,89.54,8.12,9820180.0,North America
1250,Dominican Republic,DOM,2011,90.11,,9945623.0,North America
1251,Dominican Republic,DOM,2012,90.16,,10070409.0,North America
1252,Dominican Republic,DOM,2013,90.86,,10193838.0,North America
1253,Dominican Republic,DOM,2014,91.76,,10315523.0,North America
1254,Dominican Republic,DOM,2015,91.99,8.48,10434826.0,North America
1255,Dominican Republic,DOM,2016,93.78,,10551430.0,North America
1256,Dominican Republic,DOM,2017,93.233215,,10666846.0,North America
1257,Dominican Republic,DOM,2018,93.43606,,10782048.0,North America
1258,Dominican Republic,DOM,2019,93.67269,,10894043.0,North America
1259,Dominican Republic,DOM,2020,93.692635,9.04,11008298.0,North America
1260,Dominican Republic,DOM,2021,93.73097,,11123480.0,North America
1261,Dominican Republic,DOM,2022,93.70224,,11230734.0,North America
1262,Dominican Republic,DOM,2023,94.31238,,11331269.0,North America
1263,East Asia and Pacific (WB),WB_EAP,1976,65.99,,,
1264,East Asia and Pacific (WB),WB_EAP,1977,66.2,,,
1265,East Asia and Pacific (WB),WB_EAP,1978,67.29,,,
1266,East Asia and Pacific (WB),WB_EAP,1979,68.52,,,
1267,East Asia and Pacific (WB),WB_EAP,1980,69.61,,,
1268,East Asia and Pacific (WB),WB_EAP,1981,70.64,,,
1269,East Asia and Pacific (WB),WB_EAP,1982,71.61,,,
1270,East Asia and Pacific (WB),WB_EAP,1983,72.53,,,
1271,East Asia and Pacific (WB),WB_EAP,1984,73.51,,,
1272,East Asia and Pacific (WB),WB_EAP,1985,74.43,,,
1273,East Asia and Pacific (WB),WB_EAP,1986,75.26,,,
1274,East Asia and Pacific (WB),WB_EAP,1987,76.41,,,
1275,East Asia and Pacific (WB),WB_EAP,1988,80.14,,,
1276,East Asia and Pacific (WB),WB_EAP,1989,80.76,,,
1277,East Asia and Pacific (WB),WB_EAP,1990,81.33,,,
1278,East Asia and Pacific (WB),WB_EAP,1991,81.84,,,
1279,East Asia and Pacific (WB),WB_EAP,1992,82.33,,,
1280,East Asia and Pacific (WB),WB_EAP,1993,82.77,,,
1281,East Asia and Pacific (WB),WB_EAP,1994,83.3,,,
1282,East Asia and Pacific (WB),WB_EAP,1995,83.84,,,
1283,East Asia and Pacific (WB),WB_EAP,1996,84.3,,,
1284,East Asia and Pacific (WB),WB_EAP,1997,89.27,,,
1285,East Asia and Pacific (WB),WB_EAP,1998,89.63,,,
1286,East Asia and Pacific (WB),WB_EAP,1999,89.95,,,
1287,East Asia and Pacific (WB),WB_EAP,2000,90.31,,,
1288,East Asia and Pacific (WB),WB_EAP,2001,90.63,,,
1289,East Asia and Pacific (WB),WB_EAP,2002,90.98,,,
1290,East Asia and Pacific (WB),WB_EAP,2003,91.35,,,
1291,East Asia and Pacific (WB),WB_EAP,2004,91.68,,,
1292,East Asia and Pacific (WB),WB_EAP,2005,92.02,,,
1293,East Asia and Pacific (WB),WB_EAP,2006,92.37,,,
1294,East Asia and Pacific (WB),WB_EAP,2007,93.51,,,
1295,East Asia and Pacific (WB),WB_EAP,2008,93.82,,,
1296,East Asia and Pacific (WB),WB_EAP,2009,94.09,,,
1297,East Asia and Pacific (WB),WB_EAP,2010,94.08,,,
1298,East Asia and Pacific (WB),WB_EAP,2011,94.3,,,
1299,East Asia and Pacific (WB),WB_EAP,2012,94.54,,,
1300,East Asia and Pacific (WB),WB_EAP,2013,94.62,,,
1301,East Asia and Pacific (WB),WB_EAP,2014,95.09,,,
1302,East Asia and Pacific (WB),WB_EAP,2015,95.3,,,
1303,East Asia and Pacific (WB),WB_EAP,2016,95.5,,,
1304,East Asia and Pacific (WB),WB_EAP,2017,95.69,,,
1305,East Asia and Pacific (WB),WB_EAP,2018,95.73,,,
1306,East Asia and Pacific (WB),WB_EAP,2019,95.87,,,
1307,East Asia and Pacific (WB),WB_EAP,2020,96.09,,,
1308,East Asia and Pacific (WB),WB_EAP,2021,96.22,,,
1309,East Asia and Pacific (WB),WB_EAP,2022,96.36,,,
1310,East Asia and Pacific (WB),WB_EAP,2023,96.49,,,
1311,East Timor,TLS,1950,3.0,,414767.0,Asia
1312,East Timor,TLS,2001,37.6,,812253.0,Asia
1313,East Timor,TLS,2007,50.6,,1004898.0,Asia
1314,East Timor,TLS,2010,58.31,,1084688.0,Asia
1315,East Timor,TLS,2015,64.45,,1205133.0,Asia
1316,East Timor,TLS,2016,65.78,,1228314.0,Asia
1317,East Timor,TLS,2022,69.4,,1369299.0,Asia
1318,Eastern and South-Eastern Asia (SDG),,1976,65.78,,,
1319,Eastern and South-Eastern Asia (SDG),,1977,65.99,,,
1320,Eastern and South-Eastern Asia (SDG),,1978,67.09,,,
1321,Eastern and South-Eastern Asia (SDG),,1979,68.34,,,
1322,Eastern and South-Eastern Asia (SDG),,1980,69.45,,,
1323,Eastern and South-Eastern Asia (SDG),,1981,70.5,,,
1324,Eastern and South-Eastern Asia (SDG),,1982,71.47,,,
1325,Eastern and South-Eastern Asia (SDG),,1983,72.41,,,
1326,Eastern and South-Eastern Asia (SDG),,1984,73.4,,,
1327,Eastern and South-Eastern Asia (SDG),,1985,74.34,,,
1328,Eastern and South-Eastern Asia (SDG),,1986,75.17,,,
1329,Eastern and South-Eastern Asia (SDG),,1987,76.34,,,
1330,Eastern and South-Eastern Asia (SDG),,1988,80.13,,,
1331,Eastern and South-Eastern Asia (SDG),,1989,80.76,,,
1332,Eastern and South-Eastern Asia (SDG),,1990,81.34,,,
1333,Eastern and South-Eastern Asia (SDG),,1991,81.86,,,
1334,Eastern and South-Eastern Asia (SDG),,1992,82.35,,,
1335,Eastern and South-Eastern Asia (SDG),,1993,82.8,,,
1336,Eastern and South-Eastern Asia (SDG),,1994,83.35,,,
1337,Eastern and South-Eastern Asia (SDG),,1995,83.89,,,
1338,Eastern and South-Eastern Asia (SDG),,1996,84.35,,,
1339,Eastern and South-Eastern Asia (SDG),,1997,89.4,,,
1340,Eastern and South-Eastern Asia (SDG),,1998,89.75,,,
1341,Eastern and South-Eastern Asia (SDG),,1999,90.08,,,
1342,Eastern and South-Eastern Asia (SDG),,2000,90.44,,,
1343,Eastern and South-Eastern Asia (SDG),,2001,90.76,,,
1344,Eastern and South-Eastern Asia (SDG),,2002,91.12,,,
1345,Eastern and South-Eastern Asia (SDG),,2003,91.49,,,
1346,Eastern and South-Eastern Asia (SDG),,2004,91.83,,,
1347,Eastern and South-Eastern Asia (SDG),,2005,92.17,,,
1348,Eastern and South-Eastern Asia (SDG),,2006,92.52,,,
1349,Eastern and South-Eastern Asia (SDG),,2007,93.68,,,
1350,Eastern and South-Eastern Asia (SDG),,2008,93.99,,,
1351,Eastern and South-Eastern Asia (SDG),,2009,94.26,,,
1352,Eastern and South-Eastern Asia (SDG),,2010,94.25,,,
1353,Eastern and South-Eastern Asia (SDG),,2011,94.48,,,
1354,Eastern and South-Eastern Asia (SDG),,2012,94.72,,,
1355,Eastern and South-Eastern Asia (SDG),,2013,94.8,,,
1356,Eastern and South-Eastern Asia (SDG),,2014,95.29,,,
1357,Eastern and South-Eastern Asia (SDG),,2015,95.51,,,
1358,Eastern and South-Eastern Asia (SDG),,2016,95.71,,,
1359,Eastern and South-Eastern Asia (SDG),,2017,95.91,,,
1360,Eastern and South-Eastern Asia (SDG),,2018,95.96,,,
1361,Eastern and South-Eastern Asia (SDG),,2019,96.1,,,
1362,Eastern and South-Eastern Asia (SDG),,2020,96.33,,,
1363,Eastern and South-Eastern Asia (SDG),,2021,96.47,,,
1364,Eastern and South-Eastern Asia (SDG),,2022,96.61,,,
1365,Eastern and South-Eastern Asia (SDG),,2023,96.74,,,
1366,Ecuador,ECU,1870,,0.19,1026980.0,South America
1367,Ecuador,ECU,1875,,0.24,1087561.0,South America
1368,Ecuador,ECU,1880,,0.3,1151684.0,South America
1369,Ecuador,ECU,1885,,0.37,1219574.0,South America
1370,Ecuador,ECU,1890,,0.45,1291452.0,South America
1371,Ecuador,ECU,1895,,0.56,1367550.0,South America
1372,Ecuador,ECU,1900,,0.9,1451333.0,South America
1373,Ecuador,ECU,1905,,1.04,1561601.0,South America
1374,Ecuador,ECU,1910,,1.25,1679429.0,South America
1375,Ecuador,ECU,1915,,1.42,1777234.0,South America
1376,Ecuador,ECU,1920,,1.58,1870163.0,South America
1377,Ecuador,ECU,1925,,1.68,1951155.0,South America
1378,Ecuador,ECU,1930,,1.86,2052817.0,South America
1379,Ecuador,ECU,1935,,2.08,2291278.0,South America
1380,Ecuador,ECU,1940,,2.23,2592696.0,South America
1381,Ecuador,ECU,1945,,2.43,3018002.0,South America
1382,Ecuador,ECU,1950,57.5,2.62,3516791.0,South America
1383,Ecuador,ECU,1955,,2.93,4006189.0,South America
1384,Ecuador,ECU,1960,,3.29,4590893.0,South America
1385,Ecuador,ECU,1965,,4.0,5303960.0,South America
1386,Ecuador,ECU,1970,,4.55,6155392.0,South America
1387,Ecuador,ECU,1975,,5.07,7118258.0,South America
1388,Ecuador,ECU,1980,,6.35,8165882.0,South America
1389,Ecuador,ECU,1982,83.55,,8611296.0,South America
1390,Ecuador,ECU,1985,,6.76,9311152.0,South America
1391,Ecuador,ECU,1990,88.3,7.23,10473674.0,South America
1392,Ecuador,ECU,1995,,7.32,11590519.0,South America
1393,Ecuador,ECU,2000,,7.41,12689215.0,South America
1394,Ecuador,ECU,2001,90.98,,12910736.0,South America
1395,Ecuador,ECU,2005,,7.7,13846162.0,South America
1396,Ecuador,ECU,2007,92.1,,14328783.0,South America
1397,Ecuador,ECU,2008,92.39,,14575201.0,South America
1398,Ecuador,ECU,2009,92.25,,14825960.0,South America
1399,Ecuador,ECU,2010,91.85,8.02,15076697.0,South America
1400,Ecuador,ECU,2011,91.59,,15326232.0,South America
1401,Ecuador,ECU,2012,92.06,,15572195.0,South America
1402,Ecuador,ECU,2013,93.29,,15807132.0,South America
1403,Ecuador,ECU,2014,94.22,,16035127.0,South America
1404,Ecuador,ECU,2015,94.46,8.54,16266229.0,South America
1405,Ecuador,ECU,2016,94.35,,16505142.0,South America
1406,Ecuador,ECU,2017,92.83,,16759515.0,South America
1407,Ecuador,ECU,2020,93.63,9.07,17546058.0,South America
1408,Ecuador,ECU,2021,94.48,,17682454.0,South America
1409,Ecuador,ECU,2022,96.26,,17823900.0,South America
1410,Egypt,EGY,1870,,0.02,6885909.0,Africa
1411,Egypt,EGY,1875,,0.02,7223941.0,Africa
1412,Egypt,EGY,1880,,0.03,7594768.0,Africa
1413,Egypt,EGY,1885,,0.04,8091603.0,Africa
1414,Egypt,EGY,1890,,0.05,8643889.0,Africa
1415,Egypt,EGY,1895,,0.07,9268507.0,Africa
1416,Egypt,EGY,1900,,0.09,9940289.0,Africa
1417,Egypt,EGY,1905,,0.12,10636440.0,Africa
1418,Egypt,EGY,1907,7.3,,10926812.0,Africa
1419,Egypt,EGY,1910,,0.16,11361079.0,Africa
1420,Egypt,EGY,1915,,0.22,12028348.0,Africa
1421,Egypt,EGY,1917,8.8,,12299362.0,Africa
1422,Egypt,EGY,1920,,0.31,12731391.0,Africa
1423,Egypt,EGY,1925,,0.41,13461191.0,Africa
1424,Egypt,EGY,1927,14.1,,13762974.0,Africa
1425,Egypt,EGY,1930,,0.46,14249967.0,Africa
1426,Egypt,EGY,1935,,0.3,15227663.0,Africa
1427,Egypt,EGY,1937,14.8,,15646375.0,Africa
1428,Egypt,EGY,1940,,0.36,16423191.0,Africa
1429,Egypt,EGY,1945,,0.42,18580434.0,Africa
1430,Egypt,EGY,1950,22.5,0.54,21148168.0,Africa
1431,Egypt,EGY,1955,,0.7,23795234.0,Africa
1432,Egypt,EGY,1960,,0.85,26896480.0,Africa
1433,Egypt,EGY,1965,,1.11,30629174.0,Africa
1434,Egypt,EGY,1970,,1.41,34623990.0,Africa
1435,Egypt,EGY,1975,,1.82,38875326.0,Africa
1436,Egypt,EGY,1976,38.2,,39795558.0,Africa
1437,Egypt,EGY,1980,,2.8,43950413.0,Africa
1438,Egypt,EGY,1985,,3.92,50734974.0,Africa
1439,Egypt,EGY,1986,44.42,,52206296.0,Africa
1440,Egypt,EGY,1990,,4.6,58396625.0,Africa
1441,Egypt,EGY,1995,,5.36,65652621.0,Africa
1442,Egypt,EGY,1996,55.59,,67028045.0,Africa
1443,Egypt,EGY,2000,,6.3,73083287.0,Africa
1444,Egypt,EGY,2005,67.33,6.93,81101012.0,Africa
1445,Egypt,EGY,2006,66.37,,82700404.0,Africa
1446,Egypt,EGY,2010,72.05,7.44,89196073.0,Africa
1447,Egypt,EGY,2012,73.87,,93161000.0,Africa
1448,Egypt,EGY,2013,72.44,,95333551.0,Africa
1449,Egypt,EGY,2015,,7.53,99597334.0,Africa
1450,Egypt,EGY,2017,71.17,,103696055.0,Africa
1451,Egypt,EGY,2020,,8.01,109315118.0,Africa
1452,Egypt,EGY,2021,82.08038,,110957005.0,Africa
1453,Egypt,EGY,2022,79.45316,,112618252.0,Africa
1454,El Salvador,SLV,1870,,0.22,511554.0,North America
1455,El Salvador,SLV,1875,,0.27,573419.0,North America
1456,El Salvador,SLV,1880,,0.34,642161.0,North America
1457,El Salvador,SLV,1885,,0.42,697192.0,North America
1458,El Salvador,SLV,1890,,0.51,750809.0,North America
1459,El Salvador,SLV,1895,,0.6,792081.0,North America
1460,El Salvador,SLV,1900,,0.82,839397.0,North America
1461,El Salvador,SLV,1905,,0.92,933391.0,North America
1462,El Salvador,SLV,1910,,1.15,1045631.0,North America
1463,El Salvador,SLV,1915,,1.21,1171943.0,North America
1464,El Salvador,SLV,1920,,1.28,1307019.0,North America
1465,El Salvador,SLV,1925,,1.35,1450417.0,North America
1466,El Salvador,SLV,1930,,1.41,1600789.0,North America
1467,El Salvador,SLV,1935,,1.41,1711486.0,North America
1468,El Salvador,SLV,1940,,1.41,1826506.0,North America
1469,El Salvador,SLV,1945,,1.54,1986714.0,North America
1470,El Salvador,SLV,1950,37.5,1.55,2183513.0,North America
1471,El Salvador,SLV,1955,,1.7,2456598.0,North America
1472,El Salvador,SLV,1960,,1.98,2791448.0,North America
1473,El Salvador,SLV,1965,,2.41,3199474.0,North America
1474,El Salvador,SLV,1970,,2.9,3668799.0,North America
1475,El Salvador,SLV,1975,,3.37,4120451.0,North America
1476,El Salvador,SLV,1980,,3.74,4540377.0,North America
1477,El Salvador,SLV,1985,,4.57,4894703.0,North America
1478,El Salvador,SLV,1990,,5.08,5399728.0,North America
1479,El Salvador,SLV,1992,74.14,,5585611.0,North America
1480,El Salvador,SLV,1995,,5.8,5762135.0,North America
1481,El Salvador,SLV,2000,,7.04,5943363.0,North America
1482,El Salvador,SLV,2005,,8.08,6005583.0,North America
1483,El Salvador,SLV,2006,83.56,,6002321.0,North America
1484,El Salvador,SLV,2007,82.03,,6009820.0,North America
1485,El Salvador,SLV,2008,83.95,,6029302.0,North America
1486,El Salvador,SLV,2009,84.1,,6048284.0,North America
1487,El Salvador,SLV,2010,84.49,8.06,6068253.0,North America
1488,El Salvador,SLV,2011,85.49,,6090128.0,North America
1489,El Salvador,SLV,2012,85.462456,,6113977.0,North America
1490,El Salvador,SLV,2013,86.77,,6138845.0,North America
1491,El Salvador,SLV,2014,87.41254,,6162952.0,North America
1492,El Salvador,SLV,2015,87.97,7.67,6183675.0,North America
1493,El Salvador,SLV,2016,88.14,,6200808.0,North America
1494,El Salvador,SLV,2017,88.48,,6213538.0,North America
1495,El Salvador,SLV,2018,89.01,,6219803.0,North America
1496,El Salvador,SLV,2019,89.14,,6222316.0,North America
1497,El Salvador,SLV,2020,89.98,8.1,6234679.0,North America
1498,El Salvador,SLV,2021,89.05865,,6255780.0,North America
1499,El Salvador,SLV,2022,89.353714,,6280316.0,North America
1500,El Salvador,SLV,2023,89.85,,6309629.0,North America
1501,Equatorial Guinea,GNQ,1950,22.5,,226570.0,Africa
1502,Equatorial Guinea,GNQ,2000,88.31,,703287.0,Africa
1503,Eritrea,ERI,1950,3.0,,814880.0,Africa
1504,Eritrea,ERI,2002,52.51,,2392981.0,Africa
1505,Eritrea,ERI,2008,64.66,,2816331.0,Africa
1506,Estonia,EST,1989,99.73,,1567590.0,Europe
1507,Estonia,EST,2000,99.77,,1397001.0,Europe
1508,Estonia,EST,2011,99.89,,1327366.0,Europe
1509,Estonia,EST,2015,,12.33,1314580.0,Europe
1510,Estonia,EST,2020,,12.29,1329675.0,Europe
1511,Eswatini,SWZ,1870,,0.01,80694.0,Africa
1512,Eswatini,SWZ,1875,,0.01,84799.0,Africa
1513,Eswatini,SWZ,1880,,0.01,89113.0,Africa
1514,Eswatini,SWZ,1885,,0.01,93647.0,Africa
1515,Eswatini,SWZ,1890,,0.01,98411.0,Africa
1516,Eswatini,SWZ,1895,,0.01,103417.0,Africa
1517,Eswatini,SWZ,1900,,0.01,109096.0,Africa
1518,Eswatini,SWZ,1905,,0.01,117859.0,Africa
1519,Eswatini,SWZ,1910,,0.05,127720.0,Africa
1520,Eswatini,SWZ,1915,,0.11,137920.0,Africa
1521,Eswatini,SWZ,1920,,0.15,149409.0,Africa
1522,Eswatini,SWZ,1925,,0.36,165263.0,Africa
1523,Eswatini,SWZ,1930,,0.49,183282.0,Africa
1524,Eswatini,SWZ,1935,,0.62,202637.0,Africa
1525,Eswatini,SWZ,1940,,0.78,223795.0,Africa
1526,Eswatini,SWZ,1945,,0.96,246248.0,Africa
