,entity,code,year,literacy_rate,mf_youth_and_adults__15_64_years__average_years_of_education,population_historical,owid_region
476,Benin,BEN,1960,,0.7,2517289.0,Africa
477,Benin,BEN,1965,,0.79,2757936.0,Africa
478,Benin,BEN,1970,,0.87,3065061.0,Africa
479,Benin,BEN,1975,,0.96,3445406.0,Africa
480,Benin,BEN,1979,16.48,,3818536.0,Africa
481,Benin,BEN,1980,,1.26,3925258.0,Africa
482,Benin,BEN,1985,,1.77,4538017.0,Africa
483,Benin,BEN,1990,,2.24,5281482.0,Africa
484,Benin,BEN,1992,27.25,,5617847.0,Africa
485,Benin,BEN,1995,,2.73,6226775.0,Africa
486,Benin,BEN,2000,,3.31,7221618.0,Africa
487,Benin,BEN,2002,34.66,,7675430.0,Africa
488,Benin,BEN,2005,,3.85,8426145.0,Africa
489,Benin,BEN,2010,,4.57,9797488.0,Africa
490,Benin,BEN,2011,44.68812,,10093626.0,Africa
491,Benin,BEN,2013,45.08,,10708831.0,Africa
492,Benin,BEN,2015,,5.42,11360681.0,Africa
493,Benin,BEN,2017,38.87,,12039777.0,Africa
494,Benin,BEN,2019,49.0,,12726760.0,Africa
495,Benin,BEN,2020,,6.27,13070169.0,Africa
496,Benin,BEN,2021,43.83,,13413423.0,Africa
497,Benin,BEN,2022,51.38,,13759507.0,Africa
498,Bermuda,BMU,1950,96.5,,37241.0,North America
499,Bhutan,BTN,1950,3.0,,169991.0,Asia
500,Bhutan,BTN,2005,52.81,,661875.0,Asia
501,Bhutan,BTN,2012,55.32,,717288.0,Asia
502,Bhutan,BTN,2017,66.56,,754343.0,Asia
503,Bhutan,BTN,2022,64.91,,780921.0,Asia
504,Bolivia,BOL,1870,,0.06,1509837.0,South America
505,Bolivia,BOL,1875,,0.08,1332352.0,South America
506,Bolivia,BOL,1880,,0.1,1186392.0,South America
507,Bolivia,BOL,1885,,0.12,1291389.0,South America
508,Bolivia,BOL,1890,,0.15,1450298.0,South America
509,Bolivia,BOL,1895,,0.19,1628674.0,South America
510,Bolivia,BOL,1900,,0.24,1813429.0,South America
511,Bolivia,BOL,1905,,0.29,1916363.0,South America
512,Bolivia,BOL,1910,,0.37,2017450.0,South America
513,Bolivia,BOL,1915,,0.47,2181829.0,South America
514,Bolivia,BOL,1920,,0.68,2354214.0,South America
515,Bolivia,BOL,1925,,0.86,2499110.0,South America
516,Bolivia,BOL,1930,,1.01,2647402.0,South America
517,Bolivia,BOL,1935,,1.71,2804535.0,South America
518,Bolivia,BOL,1940,,1.91,2955228.0,South America
519,Bolivia,BOL,1945,,2.11,3012318.0,South America
520,Bolivia,BOL,1950,32.5,2.44,3089975.0,South America
521,Bolivia,BOL,1955,,2.8,3358005.0,South America
522,Bolivia,BOL,1960,,3.15,3702323.0,South America
523,Bolivia,BOL,1965,,3.7,4109800.0,South America
524,Bolivia,BOL,1970,,4.14,4590008.0,South America
525,Bolivia,BOL,1975,,4.8,5137540.0,South America
526,Bolivia,BOL,1976,63.21,,5256497.0,South America
527,Bolivia,BOL,1980,,5.76,5758905.0,South America
528,Bolivia,BOL,1985,,6.7,6416193.0,South America
529,Bolivia,BOL,1990,,7.63,7130143.0,South America
530,Bolivia,BOL,1992,79.99,,7430337.0,South America
531,Bolivia,BOL,1995,,8.09,7874676.0,South America
532,Bolivia,BOL,2000,,8.73,8606330.0,South America
533,Bolivia,BOL,2001,86.72,,8752740.0,South America
534,Bolivia,BOL,2005,,8.77,9360758.0,South America
535,Bolivia,BOL,2007,90.29,,9685960.0,South America
536,Bolivia,BOL,2008,90.7,,9850859.0,South America
537,Bolivia,BOL,2009,91.17,,10016279.0,South America
538,Bolivia,BOL,2010,,8.57,10182345.0,South America
539,Bolivia,BOL,2011,92.23,,10348931.0,South America
540,Bolivia,BOL,2012,94.46,,10515814.0,South America
541,Bolivia,BOL,2015,92.46,8.62,11014707.0,South America
542,Bolivia,BOL,2020,93.85,9.06,11816301.0,South America
543,Bolivia,BOL,2023,95.55,,12244161.0,South America
544,Bosnia and Herzegovina,BIH,1991,89.06,,4458350.0,Europe
545,Bosnia and Herzegovina,BIH,2000,96.66,,4159785.0,Europe
546,Bosnia and Herzegovina,BIH,2013,96.99,,3610857.0,Europe
547,Botswana,BWA,1950,22.5,,413708.0,Africa
548,Botswana,BWA,1991,68.58,,1341767.0,Africa
549,Botswana,BWA,2003,81.19,,1775744.0,Africa
550,Botswana,BWA,2015,,10.27,2203276.0,Africa
551,Botswana,BWA,2020,,10.58,2365895.0,Africa
552,Brazil,BRA,1870,,0.14,9839950.0,South America
553,Brazil,BRA,1875,,0.18,10780598.0,South America
554,Brazil,BRA,1880,,0.22,11834544.0,South America
555,Brazil,BRA,1885,,0.26,12991849.0,South America
556,Brazil,BRA,1890,,0.3,14307331.0,South America
557,Brazil,BRA,1895,,0.33,16062818.0,South America
558,Brazil,BRA,1900,34.7,0.56,18058538.0,South America
559,Brazil,BRA,1905,,0.7,20110461.0,South America
560,Brazil,BRA,1910,,0.81,22361184.0,South America
561,Brazil,BRA,1915,,0.94,24850065.0,South America
562,Brazil,BRA,1920,35.1,1.07,27593186.0,South America
563,Brazil,BRA,1925,,1.18,30551576.0,South America
564,Brazil,BRA,1930,,1.35,33813213.0,South America
565,Brazil,BRA,1935,,1.51,37421510.0,South America
566,Brazil,BRA,1940,43.9,1.66,41568218.0,South America
567,Brazil,BRA,1945,,1.8,47230706.0,South America
568,Brazil,BRA,1950,47.5,2.11,53408551.0,South America
569,Brazil,BRA,1955,,2.3,62101393.0,South America
570,Brazil,BRA,1960,,2.53,72388124.0,South America
571,Brazil,BRA,1965,,2.82,83817586.0,South America
572,Brazil,BRA,1970,,3.28,95375656.0,South America
573,Brazil,BRA,1975,,2.87,107619567.0,South America
574,Brazil,BRA,1980,74.59,3.05,121207451.0,South America
575,Brazil,BRA,1985,,4.12,135515593.0,South America
576,Brazil,BRA,1990,,4.94,149143223.0,South America
577,Brazil,BRA,1995,,5.79,161735079.0,South America
578,Brazil,BRA,2000,86.37,6.76,174018278.0,South America
579,Brazil,BRA,2004,88.62,,182675144.0,South America
580,Brazil,BRA,2005,,7.67,184688101.0,South America
581,Brazil,BRA,2006,89.62,,186653099.0,South America
582,Brazil,BRA,2007,90.01,,188552311.0,South America
583,Brazil,BRA,2008,90.04,,190367297.0,South America
584,Brazil,BRA,2009,90.3,,192079958.0,South America
585,Brazil,BRA,2010,90.38,8.17,193701931.0,South America
586,Brazil,BRA,2011,91.41,,195284736.0,South America
587,Brazil,BRA,2012,91.34,,196876113.0,South America
588,Brazil,BRA,2013,91.48,,198478290.0,South America
589,Brazil,BRA,2014,91.73,,200085126.0,South America
590,Brazil,BRA,2015,92.05,7.66,201675534.0,South America
591,Brazil,BRA,2016,92.81,,203218108.0,South America
592,Brazil,BRA,2017,93.08,,204703440.0,South America
593,Brazil,BRA,2018,93.23,,206107265.0,South America
594,Brazil,BRA,2019,93.892624,,207455459.0,South America
595,Brazil,BRA,2020,94.74441,8.0,208660845.0,South America
596,Brazil,BRA,2021,94.77261,,209550291.0,South America
597,Brazil,BRA,2022,94.37687,,210306411.0,South America
598,Brazil,BRA,2023,94.57255,,211140731.0,South America
599,Brunei,BRN,1950,27.5,,48316.0,Asia
600,Brunei,BRN,1981,77.74,,191990.0,Asia
601,Brunei,BRN,1991,87.8,,262604.0,Asia
602,Brunei,BRN,2001,92.67,,333353.0,Asia
603,Brunei,BRN,2011,96.09,,399395.0,Asia
604,Brunei,BRN,2015,,9.08,422223.0,Asia
605,Brunei,BRN,2020,,9.28,447411.0,Asia
606,Bulgaria,BGR,1870,,0.94,2595993.0,Europe
607,Bulgaria,BGR,1875,,0.97,2765601.0,Europe
608,Bulgaria,BGR,1880,,1.01,2968348.0,Europe
609,Bulgaria,BGR,1885,,1.06,3185955.0,Europe
610,Bulgaria,BGR,1890,,1.13,3420766.0,Europe
611,Bulgaria,BGR,1895,,1.32,3681214.0,Europe
612,Bulgaria,BGR,1900,29.6,1.55,3956269.0,Europe
613,Bulgaria,BGR,1905,34.5,1.69,4208238.0,Europe
614,Bulgaria,BGR,1910,42.2,2.05,4467209.0,Europe
615,Bulgaria,BGR,1915,,3.02,4729527.0,Europe
616,Bulgaria,BGR,1920,53.3,3.35,5025707.0,Europe
617,Bulgaria,BGR,1925,,3.51,5460137.0,Europe
618,Bulgaria,BGR,1926,60.3,,5555149.0,Europe
619,Bulgaria,BGR,1930,,3.52,5925817.0,Europe
620,Bulgaria,BGR,1934,68.6,,6195623.0,Europe
621,Bulgaria,BGR,1935,,3.54,6258372.0,Europe
622,Bulgaria,BGR,1940,,3.78,6575077.0,Europe
623,Bulgaria,BGR,1945,,3.89,6864065.0,Europe
624,Bulgaria,BGR,1950,77.5,3.97,7248509.0,Europe
625,Bulgaria,BGR,1955,,4.82,7533657.0,Europe
626,Bulgaria,BGR,1960,,5.24,7862935.0,Europe
627,Bulgaria,BGR,1965,,4.71,8202417.0,Europe
628,Bulgaria,BGR,1970,,6.54,8490822.0,Europe
629,Bulgaria,BGR,1975,,7.41,8723145.0,Europe
630,Bulgaria,BGR,1980,,8.15,8859539.0,Europe
631,Bulgaria,BGR,1985,,8.76,8958855.0,Europe
632,Bulgaria,BGR,1990,,8.68,8822366.0,Europe
633,Bulgaria,BGR,1995,,9.31,8357576.0,Europe
634,Bulgaria,BGR,2000,,9.65,8000519.0,Europe
635,Bulgaria,BGR,2001,98.2,,7928455.0,Europe
636,Bulgaria,BGR,2005,,10.61,7695047.0,Europe
637,Bulgaria,BGR,2010,,11.07,7437594.0,Europe
638,Bulgaria,BGR,2011,98.35,,7380023.0,Europe
639,Bulgaria,BGR,2015,,10.71,7177515.0,Europe
640,Bulgaria,BGR,2020,,10.75,6933656.0,Europe
641,Burkina Faso,BFA,1975,8.83,,6147575.0,Africa
642,Burkina Faso,BFA,1991,13.57,,9394631.0,Africa
643,Burkina Faso,BFA,1996,12.85,,10655943.0,Africa
644,Burkina Faso,BFA,2003,21.82,,13082530.0,Africa
645,Burkina Faso,BFA,2005,23.52,,13932127.0,Africa
646,Burkina Faso,BFA,2006,22.47,,14373713.0,Africa
647,Burkina Faso,BFA,2007,27.88,,14816313.0,Africa
648,Burkina Faso,BFA,2014,34.6,,18229466.0,Africa
649,Burkina Faso,BFA,2018,39.35,,20438289.0,Africa
650,Burkina Faso,BFA,2019,29.66,,20961956.0,Africa
651,Burkina Faso,BFA,2021,36.97,,21995249.0,Africa
652,Burkina Faso,BFA,2022,40.92,,22509038.0,Africa
653,Burkina Faso,BFA,2023,41.567093,,23025777.0,Africa
654,Burundi,BDI,1979,22.51,,4203533.0,Africa
655,Burundi,BDI,1990,37.38,,5587051.0,Africa
656,Burundi,BDI,2000,59.3,,6470196.0,Africa
657,Burundi,BDI,2008,48.08,,8505643.0,Africa
658,Burundi,BDI,2014,61.29,,10799789.0,Africa
659,Burundi,BDI,2015,,4.3,11047581.0,Africa
660,Burundi,BDI,2016,65.69,,11239459.0,Africa
661,Burundi,BDI,2017,68.38,,11506764.0,Africa
662,Burundi,BDI,2020,71.33748,5.05,12617041.0,Africa
663,Cambodia,KHM,1870,,0.01,2336875.0,Asia
664,Cambodia,KHM,1875,,0.01,2408589.0,Asia
665,Cambodia,KHM,1880,,0.01,2489195.0,Asia
666,Cambodia,KHM,1885,,0.01,2572496.0,Asia
667,Cambodia,KHM,1890,,0.01,2658582.0,Asia
668,Cambodia,KHM,1895,,0.01,2747546.0,Asia
669,Cambodia,KHM,1900,,0.01,2839483.0,Asia
670,Cambodia,KHM,1905,,0.01,2934495.0,Asia
671,Cambodia,KHM,1910,,0.01,3012110.0,Asia
672,Cambodia,KHM,1915,,0.01,2962140.0,Asia
673,Cambodia,KHM,1920,,0.02,2895102.0,Asia
674,Cambodia,KHM,1925,,0.02,2830748.0,Asia
675,Cambodia,KHM,1930,,0.03,2788985.0,Asia
676,Cambodia,KHM,1935,,0.04,2883900.0,Asia
677,Cambodia,KHM,1940,,0.07,3061261.0,Asia
678,Cambodia,KHM,1945,,0.29,3645501.0,Asia
679,Cambodia,KHM,1950,17.5,0.44,4375252.0,Asia
680,Cambodia,KHM,1955,,0.67,4890375.0,Asia
681,Cambodia,KHM,1960,,1.23,5449964.0,Asia
682,Cambodia,KHM,1965,,1.53,6072288.0,Asia
683,Cambodia,KHM,1970,,1.91,6639187.0,Asia
684,Cambodia,KHM,1975,,2.31,6581373.0,Asia
685,Cambodia,KHM,1980,,2.66,5199874.0,Asia
686,Cambodia,KHM,1985,,2.89,6043782.0,Asia
687,Cambodia,KHM,1990,,3.2,7374754.0,Asia
688,Cambodia,KHM,1995,,3.41,10018500.0,Asia
689,Cambodia,KHM,1998,67.34,,12058180.0,Asia
690,Cambodia,KHM,2000,,3.64,12462343.0,Asia
691,Cambodia,KHM,2004,73.61,,13244737.0,Asia
692,Cambodia,KHM,2005,,4.26,13439203.0,Asia
693,Cambodia,KHM,2008,76.87,,14053479.0,Asia
694,Cambodia,KHM,2009,76.14,,14276819.0,Asia
695,Cambodia,KHM,2010,,4.94,14500730.0,Asia
696,Cambodia,KHM,2013,79.65,,15170210.0,Asia
697,Cambodia,KHM,2014,78.06,,15396771.0,Asia
698,Cambodia,KHM,2015,80.53,5.32,15623253.0,Asia
699,Cambodia,KHM,2019,87.66,,16481305.0,Asia
700,Cambodia,KHM,2020,82.55104,5.81,16725484.0,Asia
701,Cambodia,KHM,2021,71.93,,16974309.0,Asia
702,Cameroon,CMR,1870,,0.01,3020602.0,Africa
703,Cameroon,CMR,1875,,0.01,3103332.0,Africa
704,Cameroon,CMR,1880,,0.01,3190261.0,Africa
705,Cameroon,CMR,1885,,0.02,3279837.0,Africa
706,Cameroon,CMR,1890,,0.02,3351734.0,Africa
707,Cameroon,CMR,1895,,0.03,3297958.0,Africa
708,Cameroon,CMR,1900,,0.05,3216679.0,Africa
709,Cameroon,CMR,1905,,0.06,3082089.0,Africa
710,Cameroon,CMR,1910,,0.07,2952166.0,Africa
711,Cameroon,CMR,1915,,0.08,2873822.0,Africa
712,Cameroon,CMR,1920,,0.11,2839117.0,Africa
713,Cameroon,CMR,1925,,0.16,3001552.0,Africa
714,Cameroon,CMR,1930,,0.2,3205602.0,Africa
715,Cameroon,CMR,1935,,0.29,3418317.0,Africa
716,Cameroon,CMR,1940,,0.37,3653142.0,Africa
717,Cameroon,CMR,1945,,0.46,3963176.0,Africa
718,Cameroon,CMR,1950,7.5,0.72,4330088.0,Africa
719,Cameroon,CMR,1955,,0.92,4700267.0,Africa
720,Cameroon,CMR,1960,,1.12,5159059.0,Africa
721,Cameroon,CMR,1965,,1.51,5704688.0,Africa
722,Cameroon,CMR,1970,,1.92,6449795.0,Africa
723,Cameroon,CMR,1975,,2.58,7397126.0,Africa
724,Cameroon,CMR,1976,41.22,,7597962.0,Africa
725,Cameroon,CMR,1980,,3.25,8512217.0,Africa
726,Cameroon,CMR,1985,,3.94,9761728.0,Africa
727,Cameroon,CMR,1990,,4.65,11331827.0,Africa
728,Cameroon,CMR,1995,,5.3,13058517.0,Africa
729,Cameroon,CMR,2000,68.41,5.76,14912632.0,Africa
730,Cameroon,CMR,2005,,6.06,17074599.0,Africa
731,Cameroon,CMR,2007,70.68,,18049897.0,Africa
732,Cameroon,CMR,2010,71.19,6.41,19668063.0,Africa
733,Cameroon,CMR,2015,,7.05,22763418.0,Africa
734,Cameroon,CMR,2018,72.55,,24806377.0,Africa
735,Cameroon,CMR,2020,,7.37,26210566.0,Africa
736,Canada,CAN,1870,,2.68,3761273.0,North America
737,Canada,CAN,1875,,2.81,4034909.0,North America
738,Canada,CAN,1880,,2.94,4327935.0,North America
739,Canada,CAN,1885,,3.05,4584338.0,North America
740,Canada,CAN,1890,,3.18,4843260.0,North America
741,Canada,CAN,1895,,3.35,5095557.0,North America
742,Canada,CAN,1900,,3.99,5414425.0,North America
743,Canada,CAN,1901,82.9,,5526732.0,North America
744,Canada,CAN,1905,,4.34,6141319.0,North America
745,Canada,CAN,1910,,4.83,7002961.0,North America
746,Canada,CAN,1911,89.0,,7163537.0,North America
747,Canada,CAN,1915,,5.18,7765975.0,North America
748,Canada,CAN,1920,,5.54,8571309.0,North America
749,Canada,CAN,1921,94.3,,8732206.0,North America
750,Canada,CAN,1925,,5.92,9372783.0,North America
751,Canada,CAN,1930,,6.35,10191122.0,North America
752,Canada,CAN,1931,95.7,,10329362.0,North America
753,Canada,CAN,1935,,6.85,10800991.0,North America
754,Canada,CAN,1940,,7.14,11453308.0,North America
755,Canada,CAN,1945,,7.46,12486770.0,North America
756,Canada,CAN,1950,97.5,7.76,13741740.0,North America
757,Canada,CAN,1955,,8.11,15728281.0,North America
758,Canada,CAN,1960,,8.55,17898793.0,North America
759,Canada,CAN,1965,,8.85,19685517.0,North America
760,Canada,CAN,1970,,9.47,21440022.0,North America
761,Canada,CAN,1975,,10.02,23148981.0,North America
762,Canada,CAN,1980,,10.49,24533779.0,North America
763,Canada,CAN,1985,,10.29,25927463.0,North America
764,Canada,CAN,1990,,10.71,27789437.0,North America
765,Canada,CAN,1995,,11.11,29459138.0,North America
766,Canada,CAN,2000,,11.39,30891800.0,North America
767,Canada,CAN,2005,,12.49,32440172.0,North America
768,Canada,CAN,2010,,12.74,34196900.0,North America
769,Canada,CAN,2015,,12.83,35962236.0,North America
770,Canada,CAN,2020,,12.93,38171903.0,North America
771,Cape Verde,CPV,1950,22.5,,184986.0,Africa
772,Cape Verde,CPV,1990,62.8,,375437.0,Africa
773,Cape Verde,CPV,2009,82.218956,,506148.0,Africa
774,Cape Verde,CPV,2012,85.33,,511966.0,Africa
775,Cape Verde,CPV,2015,86.79,,512405.0,Africa
776,Cayman Islands,CYM,2007,98.87,,49709.0,North America
777,Cayman Islands,CYM,2017,98.87,,64561.0,North America
778,Central African Republic,CAF,1950,3.0,,1438062.0,Africa
779,Central African Republic,CAF,1975,18.24,,2313925.0,Africa
780,Central African Republic,CAF,1988,33.62,,2713967.0,Africa
781,Central African Republic,CAF,2000,50.65,,3833421.0,Africa
782,Central African Republic,CAF,2015,,4.21,4629322.0,Africa
783,Central African Republic,CAF,2019,42.44,,4944708.0,Africa
784,Central African Republic,CAF,2020,,4.64,5026629.0,Africa
785,Central and Southern Asia (SDG),,1975,38.64,,,
786,Central and Southern Asia (SDG),,1976,38.7,,,
787,Central and Southern Asia (SDG),,1977,39.37,,,
788,Central and Southern Asia (SDG),,1978,40.04,,,
789,Central and Southern Asia (SDG),,1979,40.69,,,
790,Central and Southern Asia (SDG),,1980,41.32,,,
791,Central and Southern Asia (SDG),,1981,41.92,,,
792,Central and Southern Asia (SDG),,1982,42.59,,,
793,Central and Southern Asia (SDG),,1983,43.31,,,
794,Central and Southern Asia (SDG),,1984,43.97,,,
795,Central and Southern Asia (SDG),,1985,44.62,,,
796,Central and Southern Asia (SDG),,1986,45.29,,,
797,Central and Southern Asia (SDG),,1987,45.95,,,
798,Central and Southern Asia (SDG),,1988,46.65,,,
799,Central and Southern Asia (SDG),,1989,47.41,,,
800,Central and Southern Asia (SDG),,1990,48.39,,,
801,Central and Southern Asia (SDG),,1991,49.09,,,
802,Central and Southern Asia (SDG),,1992,50.02,,,
803,Central and Southern Asia (SDG),,1993,50.95,,,
804,Central and Southern Asia (SDG),,1994,51.66,,,
805,Central and Southern Asia (SDG),,1995,52.5,,,
806,Central and Southern Asia (SDG),,1996,53.3,,,
807,Central and Southern Asia (SDG),,1997,54.09,,,
808,Central and Southern Asia (SDG),,1998,58.56,,,
809,Central and Southern Asia (SDG),,1999,59.33,,,
810,Central and Southern Asia (SDG),,2000,60.1,,,
811,Central and Southern Asia (SDG),,2001,60.9,,,
812,Central and Southern Asia (SDG),,2002,61.71,,,
813,Central and Southern Asia (SDG),,2003,62.61,,,
814,Central and Southern Asia (SDG),,2004,63.39,,,
815,Central and Southern Asia (SDG),,2005,63.29,,,
816,Central and Southern Asia (SDG),,2006,63.41,,,
817,Central and Southern Asia (SDG),,2007,64.22,,,
818,Central and Southern Asia (SDG),,2008,65.25,,,
819,Central and Southern Asia (SDG),,2009,66.07,,,
820,Central and Southern Asia (SDG),,2010,68.44,,,
821,Central and Southern Asia (SDG),,2011,68.79,,,
822,Central and Southern Asia (SDG),,2012,68.87,,,
823,Central and Southern Asia (SDG),,2013,69.82,,,
824,Central and Southern Asia (SDG),,2014,70.52,,,
825,Central and Southern Asia (SDG),,2015,71.76,,,
826,Central and Southern Asia (SDG),,2016,72.99,,,
827,Central and Southern Asia (SDG),,2017,73.52,,,
828,Central and Southern Asia (SDG),,2018,74.02,,,
829,Central and Southern Asia (SDG),,2019,73.87,,,
830,Central and Southern Asia (SDG),,2020,74.55,,,
831,Central and Southern Asia (SDG),,2021,75.3,,,
832,Central and Southern Asia (SDG),,2022,76.08,,,
833,Central and Southern Asia (SDG),,2023,76.74,,,
834,Chad,TCD,1993,10.89,,6629147.0,Africa
835,Chad,TCD,2000,25.65,,8512092.0,Africa
836,Chad,TCD,2004,28.38,,9920036.0,Africa
837,Chad,TCD,2016,22.31,,15114652.0,Africa
838,Chad,TCD,2019,30.63,,16685223.0,Africa
839,Channel Islands,OWID_CIS,1950,98.5,,,
840,Chile,CHL,1870,,0.43,1993622.0,South America
841,Chile,CHL,1875,,0.51,2165173.0,South America
842,Chile,CHL,1880,,0.58,2349056.0,South America
843,Chile,CHL,1885,,0.64,2538055.0,South America
844,Chile,CHL,1890,,0.69,2737912.0,South America
845,Chile,CHL,1895,,0.75,2936624.0,South America
846,Chile,CHL,1900,,1.58,3144546.0,South America
847,Chile,CHL,1905,,1.85,3351643.0,South America
848,Chile,CHL,1907,50.1,,3437240.0,South America
849,Chile,CHL,1910,,2.39,3569943.0,South America
850,Chile,CHL,1915,,2.92,3803843.0,South America
851,Chile,CHL,1920,63.1,3.43,4044201.0,South America
852,Chile,CHL,1925,,3.86,4323894.0,South America
853,Chile,CHL,1930,75.6,4.08,4638243.0,South America
854,Chile,CHL,1935,,4.31,5039853.0,South America
855,Chile,CHL,1940,73.6,4.59,5492530.0,South America
856,Chile,CHL,1945,,4.76,6022587.0,South America
857,Chile,CHL,1950,77.5,4.91,6628577.0,South America
858,Chile,CHL,1955,,5.04,7332311.0,South America
859,Chile,CHL,1960,,5.23,8153356.0,South America
860,Chile,CHL,1965,,5.71,9012944.0,South America
861,Chile,CHL,1970,,6.18,9845347.0,South America
862,Chile,CHL,1975,,6.7,10671567.0,South America
863,Chile,CHL,1980,,7.13,11508553.0,South America
864,Chile,CHL,1982,91.13,,11850214.0,South America
865,Chile,CHL,1985,,7.85,12395277.0,South America
866,Chile,CHL,1990,,8.58,13437181.0,South America
867,Chile,CHL,1992,94.29,,13884579.0,South America
868,Chile,CHL,1995,,8.92,14527382.0,South America
869,Chile,CHL,2000,,9.41,15503638.0,South America
870,Chile,CHL,2002,95.72,,15857926.0,South America
871,Chile,CHL,2005,,9.96,16348780.0,South America
872,Chile,CHL,2010,,10.35,17181463.0,South America
873,Chile,CHL,2011,96.7,,17351810.0,South America
874,Chile,CHL,2013,96.27,,17687006.0,South America
875,Chile,CHL,2015,96.87,10.49,18047630.0,South America
876,Chile,CHL,2017,96.4,,18558868.0,South America
877,Chile,CHL,2020,,10.74,19370621.0,South America
878,China,CHN,1870,,0.01,358200976.0,Asia
879,China,CHN,1875,,0.01,361066568.0,Asia
880,China,CHN,1880,,0.01,365789113.0,Asia
881,China,CHN,1885,,0.01,371212674.0,Asia
882,China,CHN,1890,,0.01,377255533.0,Asia
883,China,CHN,1895,,0.01,386205058.0,Asia
884,China,CHN,1900,,0.02,395929430.0,Asia
885,China,CHN,1905,,0.02,406610574.0,Asia
886,China,CHN,1910,,0.04,419058430.0,Asia
887,China,CHN,1915,,0.06,440794834.0,Asia
888,China,CHN,1920,,0.08,463330522.0,Asia
889,China,CHN,1925,,0.16,473684764.0,Asia
890,China,CHN,1930,,0.26,482831090.0,Asia
891,China,CHN,1935,,0.36,496610129.0,Asia
892,China,CHN,1940,,1.39,511303712.0,Asia
893,China,CHN,1945,,1.53,525143778.0,Asia
894,China,CHN,1950,47.5,1.79,544044355.0,Asia
895,China,CHN,1955,,2.18,603547014.0,Asia
896,China,CHN,1960,,2.8,654802068.0,Asia
897,China,CHN,1965,,3.4,723415737.0,Asia
898,China,CHN,1970,,4.16,823308964.0,Asia
899,China,CHN,1975,,4.83,916116796.0,Asia
900,China,CHN,1980,,5.74,983163540.0,Asia
901,China,CHN,1982,65.51,,1013588177.0,Asia
902,China,CHN,1985,,6.16,1059807818.0,Asia
903,China,CHN,1990,77.79,6.45,1153582725.0,Asia
904,China,CHN,1995,,7.17,1220133929.0,Asia
905,China,CHN,2000,90.92,7.79,1269581174.0,Asia
906,China,CHN,2005,,8.02,1310027135.0,Asia
907,China,CHN,2010,95.12,8.25,1351561505.0,Asia
908,China,CHN,2015,,8.51,1396134171.0,Asia
909,China,CHN,2020,96.74,8.99,1426106093.0,Asia
910,Cocos Islands,CCK,1950,17.5,,,Asia
911,Colombia,COL,1870,,0.32,2440990.0,South America
912,Colombia,COL,1875,,0.37,2615730.0,South America
913,Colombia,COL,1880,,0.42,2851550.0,South America
914,Colombia,COL,1885,,0.48,3108630.0,South America
915,Colombia,COL,1890,,0.51,3388871.0,South America
916,Colombia,COL,1895,,0.52,3694283.0,South America
917,Colombia,COL,1900,,0.85,4034733.0,South America
918,Colombia,COL,1905,,1.0,4457462.0,South America
919,Colombia,COL,1910,,1.44,4944811.0,South America
920,Colombia,COL,1915,,1.62,5565363.0,South America
921,Colombia,COL,1918,42.4,,5981524.0,South America
922,Colombia,COL,1920,,1.79,6275946.0,South America
923,Colombia,COL,1925,,2.01,7082116.0,South America
924,Colombia,COL,1928,51.6,,7615377.0,South America
925,Colombia,COL,1930,,2.17,7946343.0,South America
926,Colombia,COL,1935,,2.32,8602649.0,South America
927,Colombia,COL,1938,55.8,,8992512.0,South America
928,Colombia,COL,1940,,2.4,9311615.0,South America
929,Colombia,COL,1945,,2.53,10414773.0,South America
930,Colombia,COL,1950,52.5,2.38,11766991.0,South America
931,Colombia,COL,1955,,2.73,13473060.0,South America
932,Colombia,COL,1960,,3.1,15606209.0,South America
933,Colombia,COL,1965,,3.47,18169053.0,South America
934,Colombia,COL,1970,,3.98,20811790.0,South America
935,Colombia,COL,1975,,4.43,23344650.0,South America
936,Colombia,COL,1980,,4.99,26104503.0,South America
937,Colombia,COL,1985,,5.63,29268470.0,South America
938,Colombia,COL,1990,,6.16,32440064.0,South America
939,Colombia,COL,1993,91.06,,34441479.0,South America
940,Colombia,COL,1995,,6.68,35804670.0,South America
