,entity,code,year,adult_literacy_rate,youth_literacy_rate_male,youth_literacy_rate_female,owid_region
1235,Peru,PER,2014,93.71,99.16,98.79,South America
1236,Peru,PER,2015,94.16,99.24,98.77,South America
1237,Peru,PER,2016,94.17,99.09,98.67,South America
1238,Peru,PER,2017,94.15,99.26,98.85,South America
1239,Peru,PER,2018,94.41,99.08,98.97,South America
1240,Peru,PER,2020,94.5,99.52,99.35,South America
1243,Philippines,PHL,1990,93.57,96.28,96.88,Asia
1244,Philippines,PHL,1994,93.92,95.82,96.28,Asia
1245,Philippines,PHL,2000,92.6,94.46,95.72,Asia
1246,Philippines,PHL,2003,92.59,93.58,96.58,Asia
1247,Philippines,PHL,2008,95.42,97.02,98.49,Asia
1248,Philippines,PHL,2010,97.09,97.64,98.03,Asia
1249,Philippines,PHL,2013,96.4,97.43,98.82,Asia
1250,Philippines,PHL,2015,98.18,98.9,99.27,Asia
1251,Philippines,PHL,2019,96.28,97.9,98.89,Asia
1252,Philippines,PHL,2020,98.47,99.11,99.33,Asia
1255,Portugal,PRT,1991,87.95,99.14,99.26,Europe
1256,Portugal,PRT,2011,94.48,99.39,99.48,Europe
1258,Puerto Rico,PRI,1990,89.62,92.22,94.11,North America
1259,Puerto Rico,PRI,2010,91.97,98.81,98.85,North America
1260,Puerto Rico,PRI,2017,92.39,92.39,92.39,North America
1262,Qatar,QAT,1997,83.26,94.12,95.81,Asia
1263,Qatar,QAT,2004,88.96,94.89,97.54,Asia
1264,Qatar,QAT,2007,93.08,99.1,98.97,Asia
1265,Qatar,QAT,2008,93.99,95.32,96.88,Asia
1266,Qatar,QAT,2009,94.72,97.7,97.95,Asia
1267,Qatar,QAT,2010,96.28,96.32,98.26,Asia
1268,Qatar,QAT,2011,96.41,97.58,98.75,Asia
1269,Qatar,QAT,2012,96.68,98.69,99.83,Asia
1270,Qatar,QAT,2013,97.48,98.82,99.33,Asia
1271,Qatar,QAT,2014,97.75,98.38,99.65,Asia
1272,Qatar,QAT,2016,98.52,98.67,99.33,Asia
1273,Qatar,QAT,2017,98.78,98.87,99.27,Asia
1274,Qatar,QAT,2022,99.29,99.02,100.0,Asia
1275,Qatar,QAT,2023,99.3,99.65,100.0,Asia
1278,Romania,ROU,1992,96.71,99.18,99.03,Europe
1279,Romania,ROU,2002,97.3,97.74,97.78,Europe
1280,Romania,ROU,2011,98.6,99.01,98.98,Europe
1281,Romania,ROU,2021,99.16,99.94,99.94,Europe
1283,Russia,RUS,2002,99.44,99.68,99.77,Europe
1284,Russia,RUS,2010,99.68,99.66,99.76,Europe
1285,Russia,RUS,2021,99.93,99.91,99.93,Europe
1287,Rwanda,RWA,2000,64.89,78.52,76.86,Africa
1288,Rwanda,RWA,2012,68.33,81.12,83.49,Africa
1289,Rwanda,RWA,2014,70.8,83.81,86.26,Africa
1290,Rwanda,RWA,2018,73.22,84.33,88.5,Africa
1291,Rwanda,RWA,2020,80.05,90.36,92.7,Africa
1292,Rwanda,RWA,2022,78.76,87.51,92.37,Africa
1293,Saint Helena,SHN,1998,96.53,98.59,100.0,Africa
1296,Samoa,WSM,1991,97.94,99.12,98.95,Oceania
1297,Samoa,WSM,2011,98.97,99.03,99.46,Oceania
1298,Samoa,WSM,2016,99.4,99.66,99.72,Oceania
1299,Samoa,WSM,2017,99.70719,100.0,100.0,Oceania
1300,Samoa,WSM,2019,97.99,98.54,99.56,Oceania
1301,San Marino,SMR,2022,99.91,100.0,100.0,Europe
1303,Sao Tome and Principe,STP,1991,73.24,95.81,91.85,Africa
1304,Sao Tome and Principe,STP,2001,84.91,95.97,94.85,Africa
1305,Sao Tome and Principe,STP,2012,90.14,97.12,96.35,Africa
1306,Sao Tome and Principe,STP,2019,87.44,95.85,95.07,Africa
1307,Saudi Arabia,SAU,1992,70.82,93.96,81.07,Asia
1308,Saudi Arabia,SAU,2000,79.35,98.07,93.71,Asia
1309,Saudi Arabia,SAU,2004,82.86,96.95,94.68,Asia
1310,Saudi Arabia,SAU,2013,94.43,99.3,99.14,Asia
1311,Saudi Arabia,SAU,2017,95.33,99.32,99.28,Asia
1312,Saudi Arabia,SAU,2020,97.59,99.55,99.45,Asia
1315,Senegal,SEN,2002,39.28,58.49,40.97,Africa
1316,Senegal,SEN,2006,41.89,58.13,44.54,Africa
1317,Senegal,SEN,2009,48.04,72.5,54.62,Africa
1318,Senegal,SEN,2011,51.81,73.73,58.74,Africa
1319,Senegal,SEN,2013,43.53,62.83,51.15,Africa
1320,Senegal,SEN,2015,43.59,65.79,56.88,Africa
1321,Senegal,SEN,2016,46.1,69.41,59.89,Africa
1322,Senegal,SEN,2017,51.9,75.58,63.5,Africa
1323,Senegal,SEN,2018,46.61,66.22,65.69,Africa
1324,Senegal,SEN,2019,46.83,68.82,64.03,Africa
1325,Senegal,SEN,2023,50.36,69.27,65.6,Africa
1326,Serbia,SRB,2003,96.4,99.39,99.32,Europe
1327,Serbia,SRB,2011,97.96,99.35,99.27,Europe
1328,Serbia,SRB,2016,98.84,99.72,99.72,Europe
1329,Serbia,SRB,2019,99.48,100.0,100.0,Europe
1330,Serbia,SRB,2022,99.34,99.72,99.75,Europe
1332,Seychelles,SYC,1994,87.81,98.49,99.14,Africa
1333,Seychelles,SYC,2002,91.84,98.77,99.37,Africa
1334,Seychelles,SYC,2010,93.95,98.59,99.38,Africa
1335,Sierra Leone,SLE,2004,34.83,59.61,37.36,Africa
1336,Sierra Leone,SLE,2015,49.4,72.91,63.25,Africa
1337,Sierra Leone,SLE,2017,44.83,78.74,68.66,Africa
1338,Sierra Leone,SLE,2018,48.814365,81.566696,73.36918,Africa
1339,Sierra Leone,SLE,2019,43.58,78.2,67.86,Africa
1341,Singapore,SGP,1990,89.1,98.86,99.08,Asia
1342,Singapore,SGP,2000,92.55,99.41,99.6,Asia
1343,Singapore,SGP,2010,95.86,99.74,99.77,Asia
1344,Singapore,SGP,2011,96.19,99.89,99.88,Asia
1345,Singapore,SGP,2012,96.37,99.9,99.89,Asia
1346,Singapore,SGP,2013,96.55,99.9,99.9,Asia
1347,Singapore,SGP,2014,96.72,99.9,99.9,Asia
1348,Singapore,SGP,2015,96.83,99.74,99.84,Asia
1349,Singapore,SGP,2016,97.05,99.91,99.94,Asia
1350,Singapore,SGP,2017,97.2,99.92,99.94,Asia
1351,Singapore,SGP,2018,97.34,99.92,99.94,Asia
1352,Singapore,SGP,2019,97.48,99.91,99.94,Asia
1353,Singapore,SGP,2020,97.13,99.67,99.79,Asia
1354,Singapore,SGP,2021,97.65,99.87,99.91,Asia
1355,Slovenia,SVN,1991,99.52,99.74,99.78,Europe
1356,Solomon Islands,SLB,1999,76.6,87.523834,81.53545,Oceania
1357,Somalia,SOM,2019,63.657936,83.23648,73.95871,Africa
1358,Somalia,SOM,2022,54.12,76.19,65.11,Africa
1360,South Africa,ZAF,1996,82.4,93.5,94.29,Africa
1361,South Africa,ZAF,2007,88.72,97.05,98.09,Africa
1362,South Africa,ZAF,2009,92.89,97.92,98.82,Africa
1363,South Africa,ZAF,2010,92.88,98.39,98.9,Africa
1364,South Africa,ZAF,2011,93.1,98.43,99.15,Africa
1365,South Africa,ZAF,2012,93.73,98.5,99.27,Africa
1366,South Africa,ZAF,2014,94.14,98.68,99.08,Africa
1367,South Africa,ZAF,2015,94.37,98.68,99.23,Africa
1368,South Africa,ZAF,2016,91.74,95.83,97.72,Africa
1369,South Africa,ZAF,2019,95.02,97.99,98.83,Africa
1370,South Africa,ZAF,2021,90.0,95.91,97.48,Africa
1387,South Asia (WB),WB_SA,1990,47.05,70.91,47.31,unknown
1388,South Asia (WB),WB_SA,1991,47.78,71.62,48.95,unknown
1389,South Asia (WB),WB_SA,1992,48.56,72.4,50.63,unknown
1390,South Asia (WB),WB_SA,1993,49.35,73.14,52.35,unknown
1391,South Asia (WB),WB_SA,1994,50.15,73.83,54.09,unknown
1392,South Asia (WB),WB_SA,1995,50.95,74.52,55.77,unknown
1393,South Asia (WB),WB_SA,1996,51.78,75.2,57.39,unknown
1394,South Asia (WB),WB_SA,1997,52.6,75.85,58.8,unknown
1395,South Asia (WB),WB_SA,1998,57.92,80.61,61.8,unknown
1396,South Asia (WB),WB_SA,1999,58.73,81.26,63.76,unknown
1397,South Asia (WB),WB_SA,2000,59.52,81.8,65.61,unknown
1398,South Asia (WB),WB_SA,2001,60.31,82.27,67.34,unknown
1399,South Asia (WB),WB_SA,2002,61.13,82.84,69.11,unknown
1400,South Asia (WB),WB_SA,2003,61.94,83.36,70.83,unknown
1401,South Asia (WB),WB_SA,2004,62.74,83.84,72.53,unknown
1402,South Asia (WB),WB_SA,2005,62.44,85.84,72.52,unknown
1403,South Asia (WB),WB_SA,2006,62.53,84.5,73.63,unknown
1404,South Asia (WB),WB_SA,2007,63.38,85.08,75.37,unknown
1405,South Asia (WB),WB_SA,2008,64.21,85.65,77.02,unknown
1406,South Asia (WB),WB_SA,2009,65.04,86.17,78.64,unknown
1407,South Asia (WB),WB_SA,2010,67.94,88.14,80.39,unknown
1408,South Asia (WB),WB_SA,2011,68.7,88.61,81.8,unknown
1409,South Asia (WB),WB_SA,2012,68.53,88.67,82.68,unknown
1410,South Asia (WB),WB_SA,2013,69.84,90.23,85.07,unknown
1411,South Asia (WB),WB_SA,2014,70.56,90.6,86.21,unknown
1412,South Asia (WB),WB_SA,2015,71.96,91.3,87.7,unknown
1413,South Asia (WB),WB_SA,2016,73.35,92.18,89.16,unknown
1414,South Asia (WB),WB_SA,2017,74.02,92.59,90.09,unknown
1415,South Asia (WB),WB_SA,2018,74.74,92.95,90.89,unknown
1416,South Asia (WB),WB_SA,2019,74.51,96.3,93.76,unknown
1417,South Asia (WB),WB_SA,2020,75.24,96.49,94.36,unknown
1418,South Asia (WB),WB_SA,2021,76.06,96.79,94.96,unknown
1419,South Asia (WB),WB_SA,2022,76.9,96.85,95.38,unknown
1420,South Asia (WB),WB_SA,2023,77.57,97.07,95.94,unknown
1422,South Korea,KOR,2008,97.97,99.91,100.0,Asia
1423,South Sudan,SSD,2008,26.83,44.08,29.58,Africa
1425,Spain,ESP,1991,96.49,99.54,99.57,Europe
1426,Spain,ESP,2004,97.17,99.58,99.53,Europe
1427,Spain,ESP,2005,97.75,99.57,99.5,Europe
1428,Spain,ESP,2006,97.75,99.71,99.48,Europe
1429,Spain,ESP,2007,97.94,99.58,99.56,Europe
1430,Spain,ESP,2008,97.63,99.53,99.6,Europe
1431,Spain,ESP,2009,97.68,99.64,99.56,Europe
1432,Spain,ESP,2010,97.75,99.51,99.69,Europe
1433,Spain,ESP,2011,97.78,99.65,99.75,Europe
1434,Spain,ESP,2012,97.89,99.64,99.71,Europe
1435,Spain,ESP,2013,98.08,99.69,99.64,Europe
1436,Spain,ESP,2014,98.09,99.76,99.69,Europe
1437,Spain,ESP,2015,98.14,99.62,99.69,Europe
1438,Spain,ESP,2016,98.25,99.64,99.61,Europe
1439,Spain,ESP,2018,98.44,99.69,99.74,Europe
1440,Spain,ESP,2020,98.59,99.49,99.76,Europe
1441,Spain,ESP,2021,99.7,99.71,99.75,Europe
1443,Sri Lanka,LKA,2001,90.68,95.07,96.12,Asia
1444,Sri Lanka,LKA,2006,90.81,97.03,97.94,Asia
1445,Sri Lanka,LKA,2008,90.56,97.33,98.59,Asia
1446,Sri Lanka,LKA,2010,91.18,97.69,98.59,Asia
1447,Sri Lanka,LKA,2014,92.53466,98.10371,98.93508,Asia
1448,Sri Lanka,LKA,2015,92.55379,98.11796,98.66205,Asia
1449,Sri Lanka,LKA,2016,92.39,98.41,98.94,Asia
1450,Sri Lanka,LKA,2017,91.9,98.55,99.15,Asia
1451,Sri Lanka,LKA,2018,91.71,98.51,99.04,Asia
1452,Sri Lanka,LKA,2019,92.25,98.72,99.21,Asia
1453,Sri Lanka,LKA,2020,92.38,98.59,99.12,Asia
1454,Sri Lanka,LKA,2021,92.43,98.71,99.14,Asia
1455,Sri Lanka,LKA,2022,92.49,98.28,99.32,Asia
1456,Sri Lanka,LKA,2023,92.66,98.95,99.26,Asia
1504,Sub-Saharan Africa (WB),WB_SSA,1990,52.32,72.63,58.21,unknown
1505,Sub-Saharan Africa (WB),WB_SSA,1991,52.67,72.69,58.78,unknown
1506,Sub-Saharan Africa (WB),WB_SSA,1992,53.14,72.52,59.06,unknown
1507,Sub-Saharan Africa (WB),WB_SSA,1993,53.72,72.55,59.82,unknown
1508,Sub-Saharan Africa (WB),WB_SSA,1994,54.34,72.67,60.35,unknown
1509,Sub-Saharan Africa (WB),WB_SSA,1995,54.74,72.48,60.9,unknown
1510,Sub-Saharan Africa (WB),WB_SSA,1996,55.37,72.5,61.69,unknown
1511,Sub-Saharan Africa (WB),WB_SSA,1997,56.16,72.68,62.65,unknown
1512,Sub-Saharan Africa (WB),WB_SSA,1998,56.83,72.76,62.7,unknown
1513,Sub-Saharan Africa (WB),WB_SSA,1999,57.7,73.5,63.48,unknown
1514,Sub-Saharan Africa (WB),WB_SSA,2000,56.57,72.61,61.0,unknown
1515,Sub-Saharan Africa (WB),WB_SSA,2001,57.34,72.87,61.9,unknown
1516,Sub-Saharan Africa (WB),WB_SSA,2002,58.05,75.07,62.28,unknown
1517,Sub-Saharan Africa (WB),WB_SSA,2003,58.58,74.93,62.87,unknown
1518,Sub-Saharan Africa (WB),WB_SSA,2004,59.26,75.4,63.55,unknown
1519,Sub-Saharan Africa (WB),WB_SSA,2005,58.94,74.85,63.2,unknown
1520,Sub-Saharan Africa (WB),WB_SSA,2006,58.03,74.22,62.06,unknown
1521,Sub-Saharan Africa (WB),WB_SSA,2007,57.83,74.26,62.28,unknown
1522,Sub-Saharan Africa (WB),WB_SSA,2008,58.17,74.4,62.69,unknown
1523,Sub-Saharan Africa (WB),WB_SSA,2009,58.65,74.75,63.08,unknown
1524,Sub-Saharan Africa (WB),WB_SSA,2010,59.32,75.32,64.34,unknown
1525,Sub-Saharan Africa (WB),WB_SSA,2011,61.01,76.64,67.04,unknown
1526,Sub-Saharan Africa (WB),WB_SSA,2012,62.24,77.91,68.56,unknown
1527,Sub-Saharan Africa (WB),WB_SSA,2013,63.12,78.7,69.73,unknown
1528,Sub-Saharan Africa (WB),WB_SSA,2014,63.67,78.78,70.4,unknown
1529,Sub-Saharan Africa (WB),WB_SSA,2015,64.26,79.12,71.29,unknown
1530,Sub-Saharan Africa (WB),WB_SSA,2016,64.89,79.34,72.2,unknown
1531,Sub-Saharan Africa (WB),WB_SSA,2017,65.25,79.61,73.04,unknown
1532,Sub-Saharan Africa (WB),WB_SSA,2018,67.13,80.69,74.66,unknown
1533,Sub-Saharan Africa (WB),WB_SSA,2019,67.73,80.76,75.03,unknown
1534,Sub-Saharan Africa (WB),WB_SSA,2020,67.89,80.82,75.23,unknown
1535,Sub-Saharan Africa (WB),WB_SSA,2021,67.84,80.9,75.59,unknown
1536,Sub-Saharan Africa (WB),WB_SSA,2022,68.15,81.02,75.95,unknown
1537,Sub-Saharan Africa (WB),WB_SSA,2023,68.44,81.16,76.27,unknown
1539,Sudan,SDN,2000,61.35,85.69,72.33,Africa
1540,Sudan,SDN,2008,53.52,68.67,62.72,Africa
1541,Suriname,SUR,2004,89.6,95.62,94.14,South America
1542,Suriname,SUR,2008,94.62,99.38,99.46,South America
1543,Suriname,SUR,2010,94.68,97.97,98.8,South America
1544,Suriname,SUR,2012,92.87,98.09,97.26,South America
1546,Syria,SYR,2002,82.89,97.14,92.96,Asia
1547,Syria,SYR,2004,80.84,94.61,90.22,Asia
1548,Syria,SYR,2021,94.42,98.35,98.44,Asia
1550,Tajikistan,TJK,2000,99.45,99.84,99.85,Asia
1551,Tajikistan,TJK,2003,97.350235,99.49513,98.74291,Asia
1552,Tajikistan,TJK,2007,98.029305,99.45501,98.35114,Asia
1553,Tajikistan,TJK,2009,99.72987,100.0,100.0,Asia
1555,Tanzania,TZA,2002,69.43,80.92,76.2,Africa
1556,Tanzania,TZA,2012,78.1,87.17,84.85,Africa
1557,Tanzania,TZA,2014,79.89494,89.85196,87.81916,Africa
1558,Tanzania,TZA,2015,77.89,87.01,84.64,Africa
1559,Tanzania,TZA,2020,82.2361,86.98013,88.07789,Africa
1560,Tanzania,TZA,2022,78.21,88.81,85.13,Africa
1562,Thailand,THA,2000,92.65,98.1,97.85,Asia
1563,Thailand,THA,2005,93.51,98.22,97.88,Asia
1564,Thailand,THA,2010,96.43,96.64,96.55,Asia
1565,Thailand,THA,2013,93.7,97.98,98.65,Asia
1566,Thailand,THA,2015,92.87,98.0,98.29,Asia
1567,Thailand,THA,2016,91.98,97.36,97.64,Asia
1568,Thailand,THA,2018,93.77,97.69,98.59,Asia
1569,Thailand,THA,2019,91.27,98.47,98.58,Asia
1570,Thailand,THA,2022,91.1,97.94,98.43,Asia
1571,Togo,TGO,2000,53.18,83.79,63.55,Africa
1572,Togo,TGO,2006,56.89,84.86,67.92,Africa
1573,Togo,TGO,2009,57.09,87.63,74.56,Africa
1574,Togo,TGO,2010,57.2,86.4,69.16,Africa
1575,Togo,TGO,2011,60.41,86.92,72.71,Africa
1576,Togo,TGO,2015,63.75,89.67,78.37,Africa
1577,Togo,TGO,2017,60.9537,89.44,74.74,Africa
1578,Togo,TGO,2019,66.54,92.08,84.01,Africa
1579,Togo,TGO,2022,72.6,93.33,87.65,Africa
1582,Tonga,TON,1996,98.91,99.27,99.35,Oceania
1583,Tonga,TON,2006,99.02,99.3,99.56,Oceania
1584,Tonga,TON,2011,99.39,99.37,99.51,Oceania
1585,Tonga,TON,2016,97.15,98.16,98.48,Oceania
1586,Tonga,TON,2019,91.05,99.92,99.87,Oceania
1587,Tonga,TON,2023,99.48,99.64,99.79,Oceania
1589,Trinidad and Tobago,TTO,1990,96.94,99.3,99.3,North America
1591,Tunisia,TUN,2004,74.3,96.4,92.24,Africa
1592,Tunisia,TUN,2007,77.19,97.84,94.72,Africa
1593,Tunisia,TUN,2008,77.71,98.13,95.49,Africa
1594,Tunisia,TUN,2010,79.13,98.21,96.09,Africa
1595,Tunisia,TUN,2011,79.65,98.24,96.32,Africa
1596,Tunisia,TUN,2012,80.22,97.97,95.72,Africa
1597,Tunisia,TUN,2014,79.04,96.61,95.8,Africa
1598,Tunisia,TUN,2018,79.48,98.38,97.54,Africa
1599,Tunisia,TUN,2019,80.55,97.15,96.5,Africa
1600,Tunisia,TUN,2021,83.68,98.84,99.05,Africa
1601,Tunisia,TUN,2023,86.25,98.19,98.13,Africa
1605,Turkey,TUR,1990,79.23,96.57,88.39,Asia
1606,Turkey,TUR,2004,87.37,98.02,93.3,Asia
1607,Turkey,TUR,2005,88.23,98.36,93.96,Asia
1608,Turkey,TUR,2006,88.12,98.37,94.12,Asia
1609,Turkey,TUR,2007,88.66,98.58,94.29,Asia
1610,Turkey,TUR,2009,90.82,99.02,96.57,Asia
1611,Turkey,TUR,2010,92.66,99.21,97.2,Asia
1612,Turkey,TUR,2011,94.11,99.45,97.94,Asia
1613,Turkey,TUR,2012,94.92,99.59,98.41,Asia
1614,Turkey,TUR,2013,95.26,99.69,98.74,Asia
1615,Turkey,TUR,2014,95.44,99.75,98.95,Asia
1616,Turkey,TUR,2015,95.6,99.81,99.17,Asia
1617,Turkey,TUR,2016,95.86,99.86,99.37,Asia
1618,Turkey,TUR,2017,96.15,99.91,99.59,Asia
1619,Turkey,TUR,2019,96.74,99.96,99.85,Asia
1620,Turkey,TUR,2021,97.26,99.98,99.94,Asia
1621,Turkmenistan,TKM,1995,98.78,99.81,99.81,Asia
1622,Turkmenistan,TKM,2022,99.9,99.9,99.9,Asia
1623,Tuvalu,TUV,2022,100.0,100.0,100.0,Oceania
1624,Uganda,UGA,1991,56.11,77.22,63.12,Africa
1625,Uganda,UGA,2002,68.14,85.96,76.18,Africa
1626,Uganda,UGA,2006,71.37,87.27,81.13,Africa
1627,Uganda,UGA,2010,73.21,89.64,85.47,Africa
1628,Uganda,UGA,2012,70.2,85.76,81.65,Africa
1629,Uganda,UGA,2014,68.51,81.57,79.17,Africa
1630,Uganda,UGA,2016,69.1,81.42,78.19,Africa
1631,Uganda,UGA,2021,79.04765,90.11857,89.19264,Africa
1632,Uganda,UGA,2023,80.51,89.38,90.49,Africa
1634,Ukraine,UKR,2001,99.43,99.78,99.83,Europe
1637,United Arab Emirates,ARE,2005,90.03,93.63,97.0,Asia
1638,United Arab Emirates,ARE,2019,97.78,97.75,99.22,Asia
1639,United Arab Emirates,ARE,2021,98.13,99.72,99.59,Asia
1640,United Arab Emirates,ARE,2022,98.29,99.74,99.56,Asia
1641,United Arab Emirates,ARE,2023,98.06,99.57,99.51,Asia
1659,Upper-middle-income countries,OWID_UMC,1990,81.08,95.3,91.7,unknown
1660,Upper-middle-income countries,OWID_UMC,1991,81.63,95.56,92.19,unknown
1661,Upper-middle-income countries,OWID_UMC,1992,82.2,95.77,92.61,unknown
1662,Upper-middle-income countries,OWID_UMC,1993,82.74,95.99,93.01,unknown
1663,Upper-middle-income countries,OWID_UMC,1994,83.26,96.2,93.43,unknown
1664,Upper-middle-income countries,OWID_UMC,1995,83.83,96.43,93.9,unknown
1665,Upper-middle-income countries,OWID_UMC,1996,84.32,96.54,94.27,unknown
1666,Upper-middle-income countries,OWID_UMC,1997,88.61,97.59,96.67,unknown
1667,Upper-middle-income countries,OWID_UMC,1998,89.02,97.64,96.79,unknown
1668,Upper-middle-income countries,OWID_UMC,1999,89.38,97.7,96.96,unknown
1669,Upper-middle-income countries,OWID_UMC,2000,89.79,97.79,97.05,unknown
1670,Upper-middle-income countries,OWID_UMC,2001,90.12,97.86,97.19,unknown
1671,Upper-middle-income countries,OWID_UMC,2002,90.47,98.0,97.38,unknown
1672,Upper-middle-income countries,OWID_UMC,2003,90.93,98.24,97.67,unknown
1673,Upper-middle-income countries,OWID_UMC,2004,91.28,98.32,97.84,unknown
1674,Upper-middle-income countries,OWID_UMC,2005,91.54,98.39,97.97,unknown
1675,Upper-middle-income countries,OWID_UMC,2006,91.84,98.25,97.81,unknown
1676,Upper-middle-income countries,OWID_UMC,2007,92.85,98.43,98.1,unknown
1677,Upper-middle-income countries,OWID_UMC,2008,93.28,98.79,98.55,unknown
1678,Upper-middle-income countries,OWID_UMC,2009,93.66,98.82,98.63,unknown
1679,Upper-middle-income countries,OWID_UMC,2010,93.77,98.7,98.61,unknown
1680,Upper-middle-income countries,OWID_UMC,2011,93.99,98.8,98.66,unknown
1681,Upper-middle-income countries,OWID_UMC,2012,94.27,98.92,98.76,unknown
1682,Upper-middle-income countries,OWID_UMC,2013,94.37,98.94,98.83,unknown
1683,Upper-middle-income countries,OWID_UMC,2014,94.75,99.13,99.03,unknown
1684,Upper-middle-income countries,OWID_UMC,2015,94.89,99.14,99.06,unknown
1685,Upper-middle-income countries,OWID_UMC,2016,95.12,99.18,99.13,unknown
1686,Upper-middle-income countries,OWID_UMC,2017,95.16,99.08,99.1,unknown
1687,Upper-middle-income countries,OWID_UMC,2018,95.32,99.09,99.12,unknown
1688,Upper-middle-income countries,OWID_UMC,2019,95.62,99.22,99.25,unknown
1689,Upper-middle-income countries,OWID_UMC,2020,95.73,99.23,99.26,unknown
1690,Upper-middle-income countries,OWID_UMC,2021,95.76,99.2,99.25,unknown
1691,Upper-middle-income countries,OWID_UMC,2022,95.91,99.2,99.27,unknown
1692,Upper-middle-income countries,OWID_UMC,2023,96.04,99.21,99.29,unknown
1696,Uruguay,URY,1996,96.78,98.15,99.02,South America
1697,Uruguay,URY,2006,97.79,98.31,99.11,South America
1698,Uruguay,URY,2007,97.86,98.49,99.02,South America
1699,Uruguay,URY,2008,98.16,98.63,99.32,South America
1700,Uruguay,URY,2009,98.26,98.5,99.22,South America
1701,Uruguay,URY,2010,98.07,98.36,99.23,South America
1702,Uruguay,URY,2011,98.34,98.61,99.12,South America
1703,Uruguay,URY,2012,98.4,98.63,99.3,South America
1704,Uruguay,URY,2013,98.36,98.56,99.31,South America
1705,Uruguay,URY,2014,98.44,98.31,99.39,South America
1706,Uruguay,URY,2015,98.52,98.64,99.23,South America
1707,Uruguay,URY,2016,98.56,98.87,99.44,South America
1708,Uruguay,URY,2017,98.62,98.56,99.32,South America
1709,Uruguay,URY,2018,98.7,98.6,99.17,South America
1710,Uruguay,URY,2019,98.77,98.74,99.32,South America
1711,Uruguay,URY,2020,98.95962,98.78699,99.36902,South America
1712,Uruguay,URY,2022,98.85,98.9,99.38,South America
1713,Uruguay,URY,2023,98.82549,98.7,99.4,South America
1715,Uzbekistan,UZB,2000,98.64,99.85,99.89,Asia
1716,Uzbekistan,UZB,2013,99.99,100.0,100.0,Asia
1717,Uzbekistan,UZB,2014,99.98,100.0,100.0,Asia
1718,Uzbekistan,UZB,2015,99.98,100.0,100.0,Asia
1719,Uzbekistan,UZB,2016,99.99,100.0,100.0,Asia
1720,Uzbekistan,UZB,2018,99.99,100.0,100.0,Asia
1721,Uzbekistan,UZB,2019,100.0,100.0,100.0,Asia
1722,Uzbekistan,UZB,2021,100.0,100.0,100.0,Asia
1723,Uzbekistan,UZB,2022,100.0,100.0,100.0,Asia
1725,Vanuatu,VUT,2019,92.47445,96.02108,96.81652,Oceania
1726,Vanuatu,VUT,2020,89.7931,88.4881,88.833786,Oceania
1727,Vanuatu,VUT,2023,87.96,93.36,94.51,Oceania
1729,Venezuela,VEN,1990,89.83,94.52,96.36,South America
1730,Venezuela,VEN,2001,92.98,96.33,98.07,South America
1731,Venezuela,VEN,2005,94.370705,97.6,98.5,South America
1732,Venezuela,VEN,2006,94.66207,97.8,98.8,South America
1733,Venezuela,VEN,2007,95.15,97.97,98.84,South America
1734,Venezuela,VEN,2008,95.3117,98.1,98.9,South America
1735,Venezuela,VEN,2009,95.51,98.27,98.8,South America
1736,Venezuela,VEN,2010,95.39242,98.1,98.8,South America
1737,Venezuela,VEN,2011,94.77,96.89,98.24,South America
1738,Venezuela,VEN,2012,95.98719,98.6,99.1,South America
1739,Venezuela,VEN,2015,96.61,98.71,99.32,South America
1740,Venezuela,VEN,2016,97.13,98.44,99.09,South America
1741,Venezuela,VEN,2017,97.183716,98.36817,99.23415,South America
1744,Vietnam,VNM,1999,90.28,94.76,94.3,Asia
1745,Vietnam,VNM,2000,90.16,95.59,94.06,Asia
1746,Vietnam,VNM,2009,93.52,97.4,96.78,Asia
1747,Vietnam,VNM,2019,95.75,98.71,98.54,Asia
1748,Vietnam,VNM,2022,96.13,98.96,99.14,Asia
1749,Wallis and Futuna,WLF,2018,99.320526,100.0,100.0,Oceania
1750,Wallis and Futuna,WLF,2019,99.313416,100.0,100.0,Oceania
1751,Wallis and Futuna,WLF,2020,96.55,98.42,99.06,Oceania
1752,Wallis and Futuna,WLF,2023,99.43576,100.0,100.0,Oceania
1768,World,OWID_WRL,1990,74.63,86.86,78.08,unknown
1769,World,OWID_WRL,1991,75.06,87.07,78.6,unknown
1770,World,OWID_WRL,1992,75.51,87.38,79.04,unknown
1771,World,OWID_WRL,1993,75.97,87.71,79.41,unknown
1772,World,OWID_WRL,1994,76.42,87.88,79.9,unknown
1773,World,OWID_WRL,1995,76.87,88.04,80.4,unknown
1774,World,OWID_WRL,1996,77.3,88.18,80.88,unknown
1775,World,OWID_WRL,1997,79.3,88.69,82.17,unknown
1776,World,OWID_WRL,1998,80.52,89.7,82.84,unknown
1777,World,OWID_WRL,1999,80.9,89.87,83.35,unknown
1778,World,OWID_WRL,2000,81.12,89.87,83.42,unknown
1779,World,OWID_WRL,2001,81.37,89.97,83.9,unknown
1780,World,OWID_WRL,2002,81.74,90.41,84.41,unknown
1781,World,OWID_WRL,2003,82.22,90.85,84.9,unknown
1782,World,OWID_WRL,2004,82.56,91.02,85.43,unknown
1783,World,OWID_WRL,2005,82.57,91.4,85.47,unknown
1784,World,OWID_WRL,2006,82.53,90.92,85.51,unknown
